time,x-acceleration,y-acceleration,z-acceleration
9.38,0.436,0.146,0.875
9.4,0.436,0.146,0.875
9.42,0.425,0.095,0.791
9.44,0.425,0.095,0.791
9.46,0.425,0.095,0.791
9.48,0.383,0.003,0.81
9.5,0.383,0.003,0.81
9.52,0.383,0.003,0.81
9.54,0.46,-0.026,0.91
9.56,0.46,-0.026,0.91
9.58,0.46,-0.026,0.91
9.6,0.451,-0.031,1.014
9.62,0.451,-0.031,1.014
9.64,0.451,-0.031,1.014
9.66,0.446,-0.031,1.091
9.68,0.446,-0.031,1.091
9.7,0.446,-0.031,1.091
9.72,0.411,-0.014,1.044
9.74,0.411,-0.014,1.044
9.76,0.411,-0.014,1.044
9.78,0.371,-0.029,0.959
9.8,0.371,-0.029,0.959
9.82,0.371,-0.029,0.959
9.84,0.385,-0.053,0.9
9.86,0.385,-0.053,0.9
9.88,0.385,-0.053,0.9
9.9,0.357,-0.033,0.855
9.92,0.357,-0.033,0.855
9.94,0.357,-0.033,0.855
9.96,0.307,-0.014,0.862
